storm_id,storm_name,month,day,hour,year,latitude,longitude,max_wind,min_pressure,rad_max_wind,eye_diameter,pressure_1,pressure_2,radius_34_ne,radius_34_se,radius_34_sw,radius_34_nw,radius_50_ne,radius_50_se,radius_50_sw,radius_50_nw,radius_64_ne,radius_64_se,radius_64_sw,radius_64_nw,storm_type,distance_to_land,final
AL1995,ROXANNE,10,08,00,1995,14.2,82.7,25,1005,30,NA,1008,175,0,0,0,0,0,0,0,0,0,0,0,0,*,54,.
AL1995,ROXANNE,10,08,06,1995,14.8,83,25,1005,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,22,.
AL1995,ROXANNE,10,08,12,1995,15,83.2,25,1005,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,0,.
AL1995,ROXANNE,10,08,18,1995,15.7,83.2,30,1004,30,NA,1008,175,0,0,0,0,0,0,0,0,0,0,0,0,*,67,.
AL1995,ROXANNE,10,09,00,1995,16.5,83.1,35,1002,30,NA,1008,175,NA,NA,NA,NA,0,0,0,0,0,0,0,0,*,141,.
AL1995,ROXANNE,10,09,06,1995,17.2,83,40,1001,30,NA,1008,175,75,75,0,0,0,0,0,0,0,0,0,0,*,201,.
AL1995,ROXANNE,10,09,12,1995,17.9,82.9,45,999,30,NA,1008,175,75,75,30,30,0,0,0,0,0,0,0,0,*,271,.
AL1995,ROXANNE,10,09,18,1995,18.4,82.9,50,995,30,NA,1008,180,120,120,50,80,90,50,0,0,0,0,0,0,*,320,.
AL1995,ROXANNE,10,10,00,1995,18.9,83.7,60,989,30,NA,1008,180,150,150,80,120,120,120,40,40,0,0,0,0,*,326,.
AL1995,ROXANNE,10,10,06,1995,19.2,84.3,70,985,30,NA,1008,180,150,150,100,120,120,120,40,40,30,30,30,30,*,289,.
AL1995,ROXANNE,10,10,12,1995,19.4,85,80,972,30,NA,1008,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*,255,.
AL1995,ROXANNE,10,10,18,1995,19.9,86,95,966,30,40,1008,180,150,150,100,120,120,120,75,75,50,50,50,50,*,142,.
AL1995,ROXANNE,10,11,00,1995,20,87,100,958,30,25,1008,180,150,150,100,120,120,120,50,75,50,50,30,30,*,37,.
AL1995,ROXANNE,10,11,06,1995,20,88.1,90,970,30,NA,1008,240,180,150,100,120,120,120,50,75,50,50,25,25,*,-77,.
AL1995,ROXANNE,10,11,12,1995,19.9,89.1,75,983,30,NA,1008,240,125,125,100,100,50,50,50,50,25,25,25,25,*,-147,.
AL1995,ROXANNE,10,11,18,1995,19.7,90,70,987,30,NA,1008,240,125,125,100,100,50,50,50,50,25,25,25,25,*,-60,.
AL1995,ROXANNE,10,12,00,1995,19.5,90.8,65,990,30,NA,1008,240,180,100,100,180,100,50,50,100,25,25,25,25,*,17,.
AL1995,ROXANNE,10,12,06,1995,19.5,91.5,65,992,30,NA,1008,225,180,100,100,180,100,50,50,100,25,25,25,25,*,69,.
AL1995,ROXANNE,10,12,12,1995,19.5,92.2,55,994,100,NA,1008,225,200,50,100,200,100,25,50,100,0,0,0,0,*,100,.
AL1995,ROXANNE,10,12,18,1995,19.7,92.6,55,995,100,NA,1008,225,150,50,100,150,NA,NA,NA,NA,0,0,0,0,*,123,.
AL1995,ROXANNE,10,13,00,1995,20.1,92.8,55,993,40,NA,1008,200,100,75,75,100,NA,NA,NA,NA,0,0,0,0,*,170,.
AL1995,ROXANNE,10,13,06,1995,20.5,93.1,55,993,40,NA,1008,200,120,75,0,100,NA,NA,NA,NA,0,0,0,0,*,220,.
AL1995,ROXANNE,10,13,12,1995,21,93.6,55,992,40,NA,1008,200,120,100,100,100,NA,NA,NA,NA,0,0,0,0,*,287,.
AL1995,ROXANNE,10,13,18,1995,21.4,93.9,55,988,40,NA,1008,200,150,100,100,150,0,75,75,0,0,0,0,0,*,321,.
AL1995,ROXANNE,10,14,00,1995,21.8,93.9,55,982,40,NA,1008,200,150,100,100,150,0,75,75,0,0,0,0,0,*,341,.
AL1995,ROXANNE,10,14,06,1995,22.2,93.9,60,981,40,NA,1005,180,150,150,150,150,100,100,100,100,0,0,0,0,*,347,.
AL1995,ROXANNE,10,14,12,1995,22.3,93.8,65,980,40,NA,1005,180,150,150,150,150,100,100,100,100,NA,NA,NA,NA,*,359,.
AL1995,ROXANNE,10,14,18,1995,22.3,93.3,70,980,60,NA,1005,180,150,150,150,150,100,100,125,125,0,0,75,75,*,342,.
AL1995,ROXANNE,10,15,00,1995,21.8,92.9,70,979,60,NA,1005,180,150,150,150,150,100,100,125,125,0,0,75,75,*,283,.
AL1995,ROXANNE,10,15,06,1995,21.4,92.4,75,979,60,NA,1005,180,120,120,175,175,60,60,150,150,0,0,120,100,*,222,.
AL1995,ROXANNE,10,15,12,1995,21,91.9,75,980,50,NA,1006,150,120,120,175,175,60,60,150,150,50,50,100,100,*,162,.
AL1995,ROXANNE,10,15,18,1995,20.6,91.6,75,980,60,NA,1006,150,120,120,175,175,50,50,150,150,40,40,100,100,*,123,.
AL1995,ROXANNE,10,16,00,1995,20.4,91.5,75,981,60,NA,1008,150,180,120,210,210,100,100,150,150,50,50,120,120,*,108,.
AL1995,ROXANNE,10,16,06,1995,20.3,91.7,70,984,60,NA,1008,150,180,100,210,210,100,60,120,150,50,30,100,100,*,127,.
AL1995,ROXANNE,10,16,12,1995,20.3,92,65,985,60,NA,1010,150,180,100,180,210,90,75,100,120,40,40,75,100,*,157,.
AL1995,ROXANNE,10,16,18,1995,20.4,92.2,65,987,30,NA,1010,150,180,90,150,200,60,60,100,100,40,40,60,60,*,180,.
AL1995,ROXANNE,10,17,00,1995,20.6,92.4,65,991,30,NA,1008,125,180,100,150,150,60,60,60,60,NA,NA,NA,NA,*,204,.
AL1995,ROXANNE,10,17,06,1995,20.9,92.6,60,995,30,NA,1008,125,150,100,150,150,50,0,0,50,0,0,0,0,*,231,.
AL1995,ROXANNE,10,17,12,1995,21.2,92.9,55,998,30,NA,1012,150,150,90,90,150,75,0,0,75,0,0,0,0,*,268,.
AL1995,ROXANNE,10,17,18,1995,21.3,93.1,50,1000,60,NA,1010,180,120,120,60,120,NA,NA,NA,NA,0,0,0,0,*,291,.
AL1995,ROXANNE,10,18,00,1995,21.5,93.3,45,1003,45,NA,1010,180,120,120,60,120,0,0,0,0,0,0,0,0,*,315,.
AL1995,ROXANNE,10,18,06,1995,21.8,93.6,40,1004,45,NA,1010,180,125,125,75,125,0,0,0,0,0,0,0,0,*,353,.
AL1995,ROXANNE,10,18,12,1995,22.2,94.2,35,1005,45,NA,1010,180,125,125,75,125,0,0,0,0,0,0,0,0,*,316,.
AL1995,ROXANNE,10,18,18,1995,22.3,94.7,35,1008,45,NA,1010,180,125,125,75,125,0,0,0,0,0,0,0,0,*,269,.
AL1995,ROXANNE,10,19,00,1995,22.3,95.1,30,1009,45,NA,1012,150,0,0,0,0,0,0,0,0,0,0,0,0,*,230,.
AL1995,ROXANNE,10,19,06,1995,22.4,95.4,30,1009,45,NA,1012,150,0,0,0,0,0,0,0,0,0,0,0,0,*,206,.
AL1995,ROXANNE,10,19,12,1995,22.3,95.5,30,1009,45,NA,1012,150,0,0,0,0,0,0,0,0,0,0,0,0,*,192,.
AL1995,ROXANNE,10,19,18,1995,22.3,95.6,30,1009,45,NA,1012,150,0,0,0,0,0,0,0,0,0,0,0,0,*,182,.
AL1995,ROXANNE,10,20,00,1995,22.4,95.6,30,1009,45,NA,1013,150,0,0,0,0,0,0,0,0,0,0,0,0,*,187,.
AL1995,ROXANNE,10,20,06,1995,22,95.5,30,1009,45,NA,1013,150,0,0,0,0,0,0,0,0,0,0,0,0,*,181,.
AL1995,ROXANNE,10,20,12,1995,21.5,95.5,25,1009,45,NA,1013,150,0,0,0,0,0,0,0,0,0,0,0,0,*,176,.
AL1995,ROXANNE,10,20,18,1995,20.5,95.5,25,1010,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,126,.
AL1995,ROXANNE,10,21,00,1995,19.5,96,25,1011,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,25,.
AL2095,SEBASTIEN,10,20,12,1995,13.8,53.8,25,1006,30,NA,1012,150,0,0,0,0,0,0,0,0,0,0,0,0,*,850,.
AL2095,SEBASTIEN,10,20,18,1995,14.8,54.5,30,1005,30,NA,1012,150,0,0,0,0,0,0,0,0,0,0,0,0,*,833,.
AL2095,SEBASTIEN,10,21,00,1995,16,55.1,35,1004,30,NA,1008,150,50,50,50,50,0,0,0,0,0,0,0,0,*,861,.
AL2095,SEBASTIEN,10,21,06,1995,17.6,55.9,35,1004,30,NA,1008,150,50,50,50,50,0,0,0,0,0,0,0,0,*,934,.
AL2095,SEBASTIEN,10,21,12,1995,19,56.3,40,1005,30,NA,1008,150,60,60,0,0,0,0,0,0,0,0,0,0,*,993,.
AL2095,SEBASTIEN,10,21,18,1995,20.1,56.6,40,1007,30,NA,1008,150,60,60,0,0,0,0,0,0,0,0,0,0,*,976,.
AL2095,SEBASTIEN,10,22,00,1995,21.2,56.7,40,1007,65,NA,1009,150,75,75,0,0,0,0,0,0,0,0,0,0,*,995,.
AL2095,SEBASTIEN,10,22,06,1995,21.8,56.8,40,1006,40,NA,1010,180,75,75,0,75,0,0,0,0,0,0,0,0,*,1007,.
AL2095,SEBASTIEN,10,22,12,1995,22,57.7,45,1004,40,NA,1010,150,75,75,0,75,0,0,0,0,0,0,0,0,*,930,.
AL2095,SEBASTIEN,10,22,18,1995,21.5,58.5,55,1001,40,NA,1012,150,90,90,0,50,60,60,0,30,0,0,0,0,*,832,.
AL2095,SEBASTIEN,10,23,00,1995,20.9,59.5,50,1001,60,NA,1008,150,90,50,0,90,60,30,0,60,0,0,0,0,*,710,.
AL2095,SEBASTIEN,10,23,06,1995,20.1,60.4,45,1002,40,NA,1010,180,90,50,0,90,0,0,0,0,0,0,0,0,*,591,.
AL2095,SEBASTIEN,10,23,12,1995,19.4,61,40,1003,40,NA,1008,140,75,30,0,75,0,0,0,0,0,0,0,0,*,509,.
AL2095,SEBASTIEN,10,23,18,1995,19,61.7,35,1004,40,NA,1009,150,NA,NA,NA,NA,0,0,0,0,0,0,0,0,*,428,.
AL2095,SEBASTIEN,10,24,00,1995,18.6,62.3,30,1005,40,NA,1009,210,0,0,0,0,0,0,0,0,0,0,0,0,*,360,.
AL2095,SEBASTIEN,10,24,06,1995,18.3,63,30,1007,40,NA,1009,150,0,0,0,0,0,0,0,0,0,0,0,0,*,285,.
AL2095,SEBASTIEN,10,24,12,1995,18,63.7,30,1007,40,NA,1009,150,0,0,0,0,0,0,0,0,0,0,0,0,*,214,.
AL2095,SEBASTIEN,10,24,18,1995,17.7,64.3,25,1007,40,NA,1009,150,0,0,0,0,0,0,0,0,0,0,0,0,*,162,.
AL2095,SEBASTIEN,10,25,00,1995,17.5,64.5,20,1008,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,155,.
AL2195,TANYA,10,27,00,1995,24.6,59.2,30,1004,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,971,.
AL2195,TANYA,10,27,06,1995,25.3,58.6,30,1002,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,1068,.
AL2195,TANYA,10,27,12,1995,26.2,57.9,35,1001,40,NA,1008,175,120,120,0,0,0,0,0,0,0,0,0,0,*,1189,.
AL2195,TANYA,10,27,18,1995,27.1,57.1,40,998,40,NA,1012,240,150,150,50,100,0,0,0,0,0,0,0,0,*,1317,.
AL2195,TANYA,10,28,00,1995,27.2,56.6,45,997,40,NA,1012,240,150,150,50,100,0,0,0,0,0,0,0,0,*,1359,.
AL2195,TANYA,10,28,06,1995,27.3,56.2,45,996,40,NA,1012,330,210,180,150,150,0,0,0,0,0,0,0,0,*,1395,.
AL2195,TANYA,10,28,12,1995,27.2,55.7,50,995,40,NA,1012,330,240,180,150,150,75,75,25,25,0,0,0,0,*,1424,.
AL2195,TANYA,10,28,18,1995,27.5,54.7,55,992,40,NA,1012,330,240,180,150,150,75,75,25,25,0,0,0,0,*,1521,.
AL2195,TANYA,10,29,00,1995,28.4,54.2,60,990,40,NA,1012,330,200,200,175,175,100,100,50,50,0,0,0,0,*,1624,.
AL2195,TANYA,10,29,06,1995,29.6,54.2,60,987,40,NA,1012,300,200,200,175,175,100,100,50,50,0,0,0,0,*,1715,.
AL2195,TANYA,10,29,12,1995,30.5,54.9,65,983,40,NA,1012,300,200,200,175,175,100,100,50,50,25,25,25,25,*,1724,.
AL2195,TANYA,10,29,18,1995,31.2,55.3,70,982,40,NA,1012,300,200,200,175,175,100,100,50,50,25,25,25,25,*,1637,.
AL2195,TANYA,10,30,00,1995,31.8,54.8,70,980,40,NA,1008,270,200,200,175,175,100,100,50,50,25,25,25,25,*,1590,.
AL2195,TANYA,10,30,06,1995,32.6,54.2,70,980,40,NA,1006,210,200,200,175,175,100,100,50,50,25,25,25,25,*,1525,.
AL2195,TANYA,10,30,12,1995,33.1,53.4,70,979,40,NA,1006,210,200,200,175,175,100,100,50,50,25,25,25,25,*,1503,.
AL2195,TANYA,10,30,18,1995,33.8,51.8,75,977,40,NA,1006,270,200,200,175,175,100,100,50,50,25,25,25,25,*,1438,.
AL2195,TANYA,10,31,00,1995,34.6,50.1,75,975,30,NA,1012,250,240,240,175,175,100,100,50,50,30,30,30,30,*,1368,.
AL2195,TANYA,10,31,06,1995,35.4,48.3,75,972,30,NA,1012,225,240,240,175,175,100,100,50,50,30,30,30,30,*,1319,.
AL2195,TANYA,10,31,12,1995,36.2,45.8,75,973,30,NA,1012,225,210,240,210,175,100,100,100,50,30,30,30,30,*,1316,.
AL2195,TANYA,10,31,18,1995,37.1,43.2,75,973,30,NA,1010,300,175,175,175,175,50,100,100,50,30,30,30,30,*,1345,.
AL2195,TANYA,11,01,00,1995,37.8,40.4,70,974,30,NA,1008,250,175,175,175,175,50,100,100,50,30,30,30,30,*,1438,.
AL2195,TANYA,11,01,06,1995,37.7,37.9,65,974,30,NA,1006,240,175,225,225,175,50,100,100,50,30,30,30,30,*,1602,.
AL2195,TANYA,11,01,12,1995,37.4,35.4,60,974,30,NA,1002,300,120,225,400,120,30,125,100,30,0,0,0,0,*,1789,.
AL2195,TANYA,11,01,18,1995,37.7,31.8,55,972,30,NA,1002,300,100,175,350,100,30,100,100,30,0,0,0,0,*,1975,.
AL2195,TANYA,11,02,00,1995,39.2,28.2,55,970,60,NA,1002,300,100,350,350,100,30,100,100,30,0,0,0,0,E,1640,.
AL2195,TANYA,11,02,06,1995,41.8,25.7,55,971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,E,1369,.
AL2195,TANYA,11,02,12,1995,44.5,24,50,974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,E,1208,.
AL2195,TANYA,11,02,18,1995,47.5,23,45,976,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,E,1045,.
AL2195,TANYA,11,03,00,1995,50.5,24,40,977,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,E,968,.
AL0196,ARTHUR,06,17,18,1996,26.8,77.8,25,1010,40,NA,1014,150,0,0,0,0,0,0,0,0,0,0,0,0,*,229,.
AL0196,ARTHUR,06,18,00,1996,27.7,78.3,25,1010,40,NA,1014,150,0,0,0,0,0,0,0,0,0,0,0,0,*,194,.
AL0196,ARTHUR,06,18,06,1996,28.6,78.8,25,1009,40,NA,1013,150,0,0,0,0,0,0,0,0,0,0,0,0,*,176,.
AL0196,ARTHUR,06,18,12,1996,29.7,78.8,25,1008,40,NA,1013,150,0,0,0,0,0,0,0,0,0,0,0,0,*,220,.
AL0196,ARTHUR,06,18,18,1996,30.6,78.7,30,1008,40,NA,1013,150,0,0,0,0,0,0,0,0,0,0,0,0,*,257,.
AL0196,ARTHUR,06,19,00,1996,31.5,78.7,35,1004,40,NA,1013,150,100,0,0,75,0,0,0,0,0,0,0,0,*,182,.
AL0196,ARTHUR,06,19,06,1996,32.3,78.6,35,1006,40,NA,1011,120,75,75,0,30,0,0,0,0,0,0,0,0,*,115,.
AL0196,ARTHUR,06,19,12,1996,33.2,78.1,40,1005,40,NA,1011,120,75,75,0,30,0,0,0,0,0,0,0,0,*,81,.
AL0196,ARTHUR,06,19,18,1996,33.9,77.3,40,1005,40,NA,1011,120,75,75,0,0,0,0,0,0,0,0,0,0,*,55,.
AL0196,ARTHUR,06,20,00,1996,34.7,76.4,35,1005,40,NA,1011,120,NA,NA,NA,NA,0,0,0,0,0,0,0,0,*,14,.
AL0196,ARTHUR,06,20,06,1996,35.5,75.4,35,1005,40,NA,1011,120,NA,NA,NA,NA,0,0,0,0,0,0,0,0,*,47,.
AL0196,ARTHUR,06,20,12,1996,36.4,74.1,30,1005,40,NA,1011,120,0,0,0,0,0,0,0,0,0,0,0,0,*,152,.
AL0196,ARTHUR,06,20,18,1996,36.9,72.5,30,1004,40,NA,1011,120,0,0,0,0,0,0,0,0,0,0,0,0,*,280,.
AL0196,ARTHUR,06,21,00,1996,37.3,70.3,30,1003,40,NA,1011,120,0,0,0,0,0,0,0,0,0,0,0,0,*,428,.
AL0196,ARTHUR,06,21,06,1996,37.3,66.5,30,1002,40,NA,1008,120,0,0,0,0,0,0,0,0,0,0,0,0,*,592,.
AL0196,ARTHUR,06,21,12,1996,37.5,62,35,1001,40,NA,1008,120,NA,NA,NA,NA,0,0,0,0,0,0,0,0,E,729,.
AL0196,ARTHUR,06,21,18,1996,37.8,56.2,45,1000,40,NA,1008,120,NA,NA,NA,NA,0,0,0,0,0,0,0,0,E,922,.
AL0196,ARTHUR,06,22,00,1996,38.5,50.5,45,998,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,E,936,.
AL0196,ARTHUR,06,22,06,1996,40,47,45,995,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,E,893,.
AL0196,ARTHUR,06,22,12,1996,41,43,45,993,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,E,1028,.
AL0196,ARTHUR,06,22,18,1996,42.5,40,45,992,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,E,1137,.
AL0196,ARTHUR,06,23,00,1996,44,37,45,996,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,E,1290,.
AL0296,BERTHA,07,05,00,1996,9.8,34,30,1009,30,NA,1014,150,0,0,0,0,0,0,0,0,0,0,0,0,*,1560,.
AL0296,BERTHA,07,05,06,1996,10.2,36.3,30,1008,30,NA,1014,150,0,0,0,0,0,0,0,0,0,0,0,0,*,1512,.
AL0296,BERTHA,07,05,12,1996,11,39,35,1007,30,NA,1014,150,60,30,30,60,0,0,0,0,0,0,0,0,*,1535,.
AL0296,BERTHA,07,05,18,1996,12,41.2,35,1006,30,NA,1014,150,60,30,30,60,0,0,0,0,0,0,0,0,*,1412,.
AL0296,BERTHA,07,06,00,1996,12.7,43.9,35,1005,30,NA,1014,150,60,30,30,60,0,0,0,0,0,0,0,0,*,1260,.
AL0296,BERTHA,07,06,06,1996,13.1,46.6,35,1004,30,NA,1014,150,60,30,30,60,0,0,0,0,0,0,0,0,*,1113,.
AL0296,BERTHA,07,06,12,1996,13.7,48.7,40,1002,30,NA,1014,150,60,30,30,60,0,0,0,0,0,0,0,0,*,1051,.
AL0296,BERTHA,07,06,18,1996,14.2,51,45,1000,30,NA,1014,150,75,50,50,75,0,0,0,0,0,0,0,0,*,1000,.
AL0296,BERTHA,07,07,00,1996,14.9,52.9,50,999,30,NA,1014,150,75,50,50,75,25,25,25,25,0,0,0,0,*,989,.
AL0296,BERTHA,07,07,06,1996,15.6,54.8,55,997,30,NA,1014,200,75,50,50,75,25,25,25,25,0,0,0,0,*,857,.
AL0296,BERTHA,07,07,12,1996,16.4,56.9,60,995,30,NA,1014,200,90,50,0,125,75,0,0,75,0,0,0,0,*,764,.
AL0296,BERTHA,07,07,18,1996,16.5,58.4,70,992,30,NA,1014,200,125,100,100,125,100,0,0,100,NA,NA,NA,NA,*,693,.
AL0296,BERTHA,07,08,00,1996,17,60.1,75,988,30,NA,1012,200,200,175,100,150,150,100,50,100,100,30,30,30,*,610,.
AL0296,BERTHA,07,08,06,1996,17.5,61.8,75,985,30,NA,1012,150,175,150,50,175,125,50,25,125,100,30,20,30,*,422,.
AL0296,BERTHA,07,08,12,1996,18,63.5,70,983,30,30,1010,200,175,150,50,175,125,50,25,125,100,30,20,50,*,235,.
AL0296,BERTHA,07,08,18,1996,18.6,64.9,75,978,30,NA,1010,180,150,150,100,125,100,25,25,100,50,0,0,50,*,91,.
AL0296,BERTHA,07,09,00,1996,19.4,66.1,80,970,30,25,1010,180,200,200,125,175,150,125,50,125,125,25,25,25,*,100,.
AL0296,BERTHA,07,09,06,1996,20.3,67.7,100,960,25,20,1010,180,200,150,125,150,175,125,50,125,125,30,30,30,*,192,.
AL0296,BERTHA,07,09,12,1996,21.4,69.4,100,965,25,20,1010,200,200,150,125,150,175,125,50,125,125,30,30,30,*,196,.
AL0296,BERTHA,07,09,18,1996,22.5,71.1,90,967,25,20,1010,200,200,150,125,150,175,125,50,125,125,30,30,30,*,300,.
AL0296,BERTHA,07,10,00,1996,23.6,72.6,85,969,25,20,1010,200,225,225,200,200,175,175,50,175,125,100,0,100,*,403,.
AL0296,BERTHA,07,10,06,1996,24.5,74,80,971,25,20,1012,200,225,225,200,200,175,175,50,175,125,100,25,100,*,422,.
AL0296,BERTHA,07,10,12,1996,25.4,75.3,80,968,25,20,1012,200,200,225,175,200,150,125,100,125,125,100,25,100,*,463,.
AL0296,BERTHA,07,10,18,1996,26.4,75.8,80,966,25,20,1012,200,200,225,175,200,150,125,100,125,125,100,25,100,*,432,.
AL0296,BERTHA,07,11,00,1996,27.5,76.4,75,968,25,20,1012,200,175,175,150,125,150,150,125,100,100,25,25,25,*,370,.
AL0296,BERTHA,07,11,06,1996,28.3,76.8,75,972,25,20,1012,200,200,200,150,150,175,175,100,100,125,125,25,25,*,355,.
AL0296,BERTHA,07,11,12,1996,29.2,77.5,75,977,25,20,1012,200,200,200,150,150,175,175,100,100,125,125,25,25,*,312,.
AL0296,BERTHA,07,11,18,1996,30,78,70,980,25,20,1012,200,200,200,100,100,125,125,25,75,100,100,0,0,*,302,.
AL0296,BERTHA,07,12,00,1996,30.7,78.3,70,982,25,20,1012,200,175,150,125,150,125,125,75,125,100,0,0,0,*,278,.
AL0296,BERTHA,07,12,06,1996,31.2,78.6,70,984,25,NA,1012,180,175,150,125,125,125,100,100,100,100,75,0,0,*,216,.
AL0296,BERTHA,07,12,12,1996,32.2,78.4,85,975,25,20,1012,180,175,150,125,125,125,100,100,100,100,75,25,25,*,136,.
AL0296,BERTHA,07,12,18,1996,33.6,78.1,90,974,25,20,1012,180,200,200,125,125,125,100,100,100,100,75,25,25,*,39,.
AL0296,BERTHA,07,13,00,1996,35,77.6,65,993,25,20,1014,160,200,225,100,100,125,125,50,50,90,90,0,0,*,-49,.
AL0296,BERTHA,07,13,06,1996,36.7,77,60,993,60,NA,1014,180,200,200,100,100,100,100,0,0,0,0,0,0,*,-92,.
AL0296,BERTHA,07,13,12,1996,38.3,76.1,60,994,60,NA,1014,180,200,200,100,100,NA,NA,NA,NA,0,0,0,0,*,-73,.
AL0296,BERTHA,07,13,18,1996,40.2,74.5,60,994,60,NA,1014,180,200,200,50,50,NA,NA,NA,NA,0,0,0,0,*,-37,.
AL0296,BERTHA,07,14,00,1996,42.1,71.9,60,994,60,NA,1008,180,150,200,100,0,NA,NA,NA,NA,0,0,0,0,*,-82,.
AL0296,BERTHA,07,14,06,1996,44.1,69,55,995,60,NA,1008,200,150,200,100,0,NA,NA,NA,NA,0,0,0,0,*,-2,.
AL0296,BERTHA,07,14,12,1996,46,66,50,995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,E,-75,.
AL0296,BERTHA,07,14,18,1996,47,62,50,995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,E,56,.
AL0296,BERTHA,07,15,00,1996,48,57,50,995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,E,-43,.
AL0296,BERTHA,07,15,06,1996,49,52,45,996,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,E,86,.
AL0296,BERTHA,07,15,12,1996,51,47,40,996,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,E,500,.
AL0296,BERTHA,07,15,18,1996,54,44,40,996,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,E,790,.
AL0296,BERTHA,07,16,00,1996,57.5,42.5,40,991,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,E,972,.
AL0296,BERTHA,07,16,06,1996,58.5,42.5,40,988,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,E,1023,.
AL0296,BERTHA,07,16,12,1996,59.5,42,45,988,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,E,1106,.
AL0296,BERTHA,07,16,18,1996,59.8,41,45,985,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,E,1172,.
AL0296,BERTHA,07,17,00,1996,60,40,40,993,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,E,1232,.
AL0296,BERTHA,07,17,06,1996,60.5,39,35,1001,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,E,1309,.
AL0396,CESAR,07,24,18,1996,11.8,62.6,25,1009,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,122,.
AL0396,CESAR,07,25,00,1996,11.9,64.7,25,1009,30,NA,1015,150,0,0,0,0,0,0,0,0,0,0,0,0,*,154,.
AL0396,CESAR,07,25,06,1996,11.9,66.5,30,1007,30,NA,1015,150,0,0,0,0,0,0,0,0,0,0,0,0,*,148,.
AL0396,CESAR,07,25,12,1996,12.1,68.1,40,1004,30,NA,1012,150,NA,NA,NA,NA,0,0,0,0,0,0,0,0,*,99,.
AL0396,CESAR,07,25,18,1996,12.3,69.6,40,1002,30,NA,1012,150,NA,NA,NA,NA,0,0,0,0,0,0,0,0,*,49,.
AL0396,CESAR,07,26,00,1996,12.4,71,40,1002,30,NA,1012,150,75,50,50,75,0,0,0,0,0,0,0,0,*,33,.
AL0396,CESAR,07,26,06,1996,12.4,72.7,40,1002,30,NA,1010,180,75,50,50,75,0,0,0,0,0,0,0,0,*,83,.
AL0396,CESAR,07,26,12,1996,12.3,74.5,45,1002,30,NA,1010,180,75,50,50,75,0,0,0,0,0,0,0,0,*,127,.
AL0396,CESAR,07,26,18,1996,11.9,76.1,50,1002,50,NA,1010,180,125,50,50,100,NA,NA,NA,NA,0,0,0,0,*,157,.
AL0396,CESAR,07,27,00,1996,11.7,77.2,50,1000,50,NA,1010,180,150,50,50,100,NA,NA,NA,NA,0,0,0,0,*,228,.
AL0396,CESAR,07,27,06,1996,11.6,78.1,60,992,50,NA,1010,180,100,50,100,100,25,25,25,25,0,0,0,0,*,251,.
AL0396,CESAR,07,27,12,1996,11.6,79.5,70,992,35,NA,1012,300,250,100,100,250,50,50,50,50,25,25,25,25,*,222,.
AL0396,CESAR,07,27,18,1996,11.8,81,65,994,35,NA,1012,300,250,100,100,250,50,50,50,50,25,25,25,25,*,291,.
AL0396,CESAR,07,28,00,1996,12,82.6,70,992,35,NA,1012,300,250,100,100,200,50,50,50,50,25,25,25,25,*,116,.
