storm_id,storm_name,month,day,hour,year,latitude,longitude,max_wind,min_pressure,rad_max_wind,eye_diameter,pressure_1,pressure_2,radius_34_ne,radius_34_se,radius_34_sw,radius_34_nw,radius_50_ne,radius_50_se,radius_50_sw,radius_50_nw,radius_64_ne,radius_64_se,radius_64_sw,radius_64_nw,storm_type,distance_to_land,final
AL0188,ALBERTO,08,05,18,1988,32,77.5,20,1015,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,218,.
AL0188,ALBERTO,08,06,00,1988,32.8,76.2,20,1014,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,213,.
AL0188,ALBERTO,08,06,06,1988,34,75.2,20,1013,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,149,.
AL0188,ALBERTO,08,06,12,1988,35.2,74.6,25,1012,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,126,.
AL0188,ALBERTO,08,06,18,1988,37,73.5,25,1011,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,197,.
AL0188,ALBERTO,08,07,00,1988,38.7,72.4,25,1009,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,193,.
AL0188,ALBERTO,08,07,06,1988,40,70.8,30,1006,NA,NA,1012,90,0,0,0,0,0,0,0,0,0,0,0,0,*,150,.
AL0188,ALBERTO,08,07,12,1988,41.5,69,35,1002,NA,NA,1012,60,100,100,50,50,0,0,0,0,0,0,0,0,*,118,.
AL0188,ALBERTO,08,07,18,1988,43,67.5,35,1002,NA,NA,1008,50,100,100,50,50,0,0,0,0,0,0,0,0,*,144,.
AL0188,ALBERTO,08,08,00,1988,45,65.5,35,1004,NA,NA,1008,50,NA,NA,NA,NA,0,0,0,0,0,0,0,0,*,22,.
AL0188,ALBERTO,08,08,06,1988,47,63,35,1006,NA,NA,1008,50,NA,NA,NA,NA,0,0,0,0,0,0,0,0,*,64,.
AL0188,ALBERTO,08,08,12,1988,49,60,30,1008,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,E,105,.
AL0188,ALBERTO,08,08,18,1988,51,56,25,1010,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,E,-5,.
AL0288,BERYL,08,08,00,1988,30.4,90.3,25,1010,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,-15,.
AL0288,BERYL,08,08,06,1988,29.7,89.7,30,1009,NA,NA,1012,170,0,0,0,0,0,0,0,0,0,0,0,0,*,-6,.
AL0288,BERYL,08,08,12,1988,29.7,89.4,35,1007,NA,NA,1012,90,50,50,100,0,0,0,0,0,0,0,0,0,*,18,.
AL0288,BERYL,08,08,18,1988,29.4,89.2,40,1005,NA,NA,1012,170,50,50,50,25,0,0,0,0,0,0,0,0,*,9,.
AL0288,BERYL,08,09,00,1988,29.3,89.1,45,1002,NA,NA,1008,80,50,100,100,25,0,0,0,0,0,0,0,0,*,10,.
AL0288,BERYL,08,09,06,1988,29.6,89.5,45,1001,NA,NA,1008,120,50,75,75,50,0,0,0,0,0,0,0,0,*,11,.
AL0288,BERYL,08,09,12,1988,30.1,90.4,45,1002,NA,NA,NA,NA,0,150,150,0,0,0,0,0,0,0,0,0,*,0,.
AL0288,BERYL,08,09,18,1988,30.1,90.9,40,1005,NA,NA,1012,190,NA,NA,NA,NA,0,0,0,0,0,0,0,0,*,-48,.
AL0288,BERYL,08,10,00,1988,30.3,91.6,30,1006,NA,NA,1008,120,0,0,0,0,0,0,0,0,0,0,0,0,*,-63,.
AL0288,BERYL,08,10,06,1988,30.7,92.2,30,1007,NA,NA,1008,50,0,0,0,0,0,0,0,0,0,0,0,0,*,-104,.
AL0288,BERYL,08,10,12,1988,31.2,92.6,25,1008,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,-166,.
AL0288,BERYL,08,10,18,1988,31.7,93.2,20,1011,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,-211,.
AL0388,CHRIS,08,21,12,1988,14.9,43.3,25,1009,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,1493,.
AL0388,CHRIS,08,21,18,1988,14.6,45.7,25,1009,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,1304,.
AL0388,CHRIS,08,22,00,1988,14.6,47.8,25,1009,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,1184,.
AL0388,CHRIS,08,22,06,1988,14.7,49.9,25,1009,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,1096,.
AL0388,CHRIS,08,22,12,1988,14.8,51.9,30,1009,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,1037,.
AL0388,CHRIS,08,22,18,1988,15.1,54,30,1009,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,896,.
AL0388,CHRIS,08,23,00,1988,15.3,55.7,30,1009,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,761,.
AL0388,CHRIS,08,23,06,1988,15.6,57.5,30,1009,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,654,.
AL0388,CHRIS,08,23,12,1988,16,59.2,30,1009,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,610,.
AL0388,CHRIS,08,23,18,1988,16.3,61,30,1009,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,546,.
AL0388,CHRIS,08,24,00,1988,16.7,62.4,30,1009,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,392,.
AL0388,CHRIS,08,24,06,1988,16.9,63.8,30,1009,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,253,.
AL0388,CHRIS,08,24,12,1988,17.2,65.2,30,1009,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,116,.
AL0388,CHRIS,08,24,18,1988,17.5,66.7,30,1009,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,46,.
AL0388,CHRIS,08,25,00,1988,17.8,67.8,30,1009,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,67,.
AL0388,CHRIS,08,25,06,1988,18.2,68.8,30,1009,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,0,.
AL0388,CHRIS,08,25,12,1988,18.5,69.8,30,1008,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,-17,.
AL0388,CHRIS,08,25,18,1988,19.1,70.9,30,1008,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,-76,.
AL0388,CHRIS,08,26,00,1988,19.8,72.1,30,1008,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,7,.
AL0388,CHRIS,08,26,06,1988,20.5,73.2,30,1008,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,67,.
AL0388,CHRIS,08,26,12,1988,21.5,74.2,30,1008,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,118,.
AL0388,CHRIS,08,26,18,1988,22.5,75.4,30,1008,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,167,.
AL0388,CHRIS,08,27,00,1988,23.3,76.2,30,1008,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,216,.
AL0388,CHRIS,08,27,06,1988,24.1,77.2,30,1008,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,239,.
AL0388,CHRIS,08,27,12,1988,24.9,78.1,30,1008,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,233,.
AL0388,CHRIS,08,27,18,1988,25.8,79,30,1008,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,120,.
AL0388,CHRIS,08,28,00,1988,26.8,79.7,30,1008,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,41,.
AL0388,CHRIS,08,28,06,1988,28.2,80,40,1008,NA,NA,1012,130,100,100,20,20,0,0,0,0,0,0,0,0,*,55,.
AL0388,CHRIS,08,28,12,1988,30.8,80.8,45,1005,NA,NA,NA,NA,100,100,0,0,0,0,0,0,0,0,0,0,*,62,.
AL0388,CHRIS,08,28,18,1988,32.8,81.1,35,1006,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,*,-65,.
AL0388,CHRIS,08,29,00,1988,34.1,81.1,25,1008,NA,NA,1012,60,0,0,0,0,0,0,0,0,0,0,0,0,*,-181,.
AL0388,CHRIS,08,29,06,1988,35.8,80.6,20,1009,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,-275,.
AL0388,CHRIS,08,29,12,1988,37.5,79.5,20,1009,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,-317,.
AL0388,CHRIS,08,29,18,1988,39.2,77.6,20,1010,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,-193,.
AL0388,CHRIS,08,30,00,1988,41.2,73.6,20,1008,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,-59,.
AL0388,CHRIS,08,30,06,1988,43.5,69.9,20,1008,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,20,.
AL0388,CHRIS,08,30,12,1988,45,65,25,1008,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,0,.
AL0388,CHRIS,08,30,18,1988,46.5,60,25,1008,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,38,.
AL0488,DEBBY,08,31,18,1988,20.1,91,25,1006,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,51,.
AL0488,DEBBY,09,01,00,1988,20.2,91.7,25,1005,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,124,.
AL0488,DEBBY,09,01,06,1988,20.3,92.4,25,1005,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,189,.
AL0488,DEBBY,09,01,12,1988,20.4,93.1,25,1004,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,209,.
AL0488,DEBBY,09,01,18,1988,20.5,93.8,30,1003,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,238,.
AL0488,DEBBY,09,02,00,1988,20.6,94.5,30,1003,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,222,.
AL0488,DEBBY,09,02,06,1988,20.7,95.2,40,1001,NA,NA,1008,280,NA,NA,NA,NA,0,0,0,0,0,0,0,0,*,164,.
AL0488,DEBBY,09,02,12,1988,20.8,95.9,50,998,NA,NA,1004,185,50,50,50,50,NA,NA,NA,NA,0,0,0,0,*,107,.
AL0488,DEBBY,09,02,18,1988,20.8,96.6,65,992,NA,NA,1008,130,75,75,75,75,25,25,25,25,10,10,10,10,*,44,.
AL0488,DEBBY,09,03,00,1988,20.7,97.3,65,987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,*,-25,.
AL0488,DEBBY,09,03,06,1988,20.5,98.1,50,995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,*,-108,.
AL0488,DEBBY,09,03,12,1988,20.3,98.9,35,998,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,*,-191,.
AL0488,DEBBY,09,03,18,1988,20,99.8,30,999,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,-288,.
AL0488,DEBBY,09,04,00,1988,19.8,100.7,30,1000,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,-242,.
AL0488,DEBBY,09,04,06,1988,19.6,101.6,30,1000,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,-183,.
AL0488,DEBBY,09,04,12,1988,19.5,102.5,30,1000,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,-159,.
AL0488,DEBBY,09,04,18,1988,19.4,103.4,30,1001,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,-85,.
AL0488,DEBBY,09,05,00,1988,19.5,104.3,30,1001,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,-49,.
AL0488,DEBBY,09,05,06,1988,19.6,105.1,30,1002,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,-2,.
AL0488,DEBBY,09,05,12,1988,19.9,105.9,30,1003,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,49,.
AL0488,DEBBY,09,05,18,1988,20.5,106.4,30,1004,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,74,.
AL0488,DEBBY,09,06,00,1988,21,106.8,30,1004,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,132,.
AL0488,DEBBY,09,06,06,1988,21.5,107.1,30,1005,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,157,.
AL0488,DEBBY,09,06,12,1988,22,107.4,25,1005,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,165,.
AL0488,DEBBY,09,06,18,1988,22.5,107.7,25,1006,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,150,.
AL0488,DEBBY,09,07,00,1988,23,108,25,1006,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,135,.
AL0488,DEBBY,09,07,06,1988,23.5,108.3,25,1007,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,114,.
AL0488,DEBBY,09,07,12,1988,23.9,108.5,25,1007,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,105,.
AL0488,DEBBY,09,07,18,1988,24.2,108.7,25,1007,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,97,.
AL0488,DEBBY,09,08,00,1988,24.4,108.9,25,1008,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,101,.
AL0488,DEBBY,09,08,06,1988,24.3,109.1,20,1008,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,94,.
AL0488,DEBBY,09,08,12,1988,24.2,109.3,20,1008,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,71,.
AL0488,DEBBY,09,08,18,1988,24,109,20,1008,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,81,.
AL0588,ERNESTO,09,03,00,1988,32.5,60.5,25,1016,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,1298,.
AL0588,ERNESTO,09,03,06,1988,33.1,59.2,25,1012,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,1280,.
AL0588,ERNESTO,09,03,12,1988,34.3,56.5,30,1008,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,1276,.
AL0588,ERNESTO,09,03,18,1988,35.2,53.1,35,1004,NA,NA,1008,190,30,30,30,30,0,0,0,0,0,0,0,0,*,1278,.
AL0588,ERNESTO,09,04,00,1988,35.9,49.5,40,1001,NA,NA,1004,95,30,30,30,30,0,0,0,0,0,0,0,0,*,1237,.
AL0588,ERNESTO,09,04,06,1988,36.6,44.4,45,999,NA,NA,NA,NA,200,200,100,0,0,0,0,0,0,0,0,0,*,1335,.
AL0588,ERNESTO,09,04,12,1988,38,39.5,50,997,NA,NA,1000,140,200,200,100,100,NA,NA,NA,NA,0,0,0,0,*,1477,.
AL0588,ERNESTO,09,04,18,1988,40.2,35,50,996,NA,NA,NA,NA,200,200,100,100,NA,NA,NA,NA,0,0,0,0,*,1629,.
AL0588,ERNESTO,09,05,00,1988,43.1,29.7,55,994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,*,1673,.
AL0688,NOT NAMED,09,07,00,1988,12.5,17.5,25,1011,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,76,.
AL0688,NOT NAMED,09,07,06,1988,13.1,18,25,1011,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,130,.
AL0688,NOT NAMED,09,07,12,1988,13.8,18.5,35,1008,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,*,154,.
AL0688,NOT NAMED,09,07,18,1988,14.8,19,35,1007,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,*,161,.
AL0688,NOT NAMED,09,08,00,1988,15.3,19.1,40,1005,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,*,180,.
AL0688,NOT NAMED,09,08,06,1988,16.4,19.8,40,1003,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,*,304,.
AL0688,NOT NAMED,09,08,12,1988,17.5,20.5,50,1002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,*,434,.
AL0688,NOT NAMED,09,08,18,1988,18.8,21,50,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,*,479,.
AL0688,NOT NAMED,09,09,00,1988,19.9,21.6,50,994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,*,494,.
AL0688,NOT NAMED,09,09,06,1988,21.4,22,50,996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,*,520,.
AL0688,NOT NAMED,09,09,12,1988,22.9,22.5,35,1005,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,*,584,.
AL0688,NOT NAMED,09,09,18,1988,24,22.5,25,1006,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,614,.
AL0688,NOT NAMED,09,10,00,1988,25,23,25,1009,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,705,.
AL0788,FLORENCE,09,07,06,1988,22.8,92,25,1000,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,266,.
AL0788,FLORENCE,09,07,12,1988,22.8,91.2,30,998,NA,NA,1007,70,0,0,0,0,0,0,0,0,0,0,0,0,*,220,.
AL0788,FLORENCE,09,07,18,1988,22.7,90.2,40,996,NA,NA,1012,470,35,35,35,35,0,0,0,0,0,0,0,0,*,179,.
AL0788,FLORENCE,09,08,00,1988,22.6,89.6,45,993,NA,NA,1008,245,50,50,50,25,0,0,0,0,0,0,0,0,*,151,.
AL0788,FLORENCE,09,08,06,1988,22.7,89.8,45,990,NA,NA,1008,320,75,75,0,0,0,0,0,0,0,0,0,0,*,168,.
AL0788,FLORENCE,09,08,12,1988,23.1,89.7,45,990,46,NA,1004,130,50,50,50,50,0,0,0,0,0,0,0,0,*,208,.
AL0788,FLORENCE,09,08,18,1988,23.4,89.5,45,992,55,NA,1004,220,50,50,50,50,0,0,0,0,0,0,0,0,*,234,.
AL0788,FLORENCE,09,09,00,1988,24.2,89.2,50,992,41,NA,1008,350,50,50,50,50,25,25,25,25,0,0,0,0,*,311,.
AL0788,FLORENCE,09,09,06,1988,25,89.2,50,991,36,NA,1008,240,75,75,75,75,25,25,25,25,0,0,0,0,*,397,.
AL0788,FLORENCE,09,09,12,1988,26.1,89.2,55,998,NA,NA,1008,320,125,125,75,100,75,75,25,25,0,0,0,0,*,334,.
AL0788,FLORENCE,09,09,18,1988,27.4,89.2,65,985,NA,25,1008,140,125,125,75,100,75,75,25,50,25,0,0,25,*,189,.
AL0788,FLORENCE,09,10,00,1988,28.7,89.3,70,983,NA,NA,1008,150,150,150,100,100,100,100,50,50,25,25,25,25,*,44,.
AL0788,FLORENCE,09,10,06,1988,29.7,89.7,60,988,NA,NA,1008,165,0,75,75,0,0,25,25,0,0,0,0,0,*,-6,.
AL0788,FLORENCE,09,10,12,1988,30.7,90.7,30,998,NA,NA,1008,110,0,0,0,0,0,0,0,0,0,0,0,0,*,-65,.
AL0788,FLORENCE,09,10,18,1988,31.8,91.5,20,1003,NA,NA,1012,200,0,0,0,0,0,0,0,0,0,0,0,0,*,-205,.
AL0788,FLORENCE,09,11,00,1988,32.4,92.3,15,1007,NA,NA,1008,90,0,0,0,0,0,0,0,0,0,0,0,0,*,-291,.
AL0788,FLORENCE,09,11,06,1988,32.7,93.3,15,1009,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,-322,.
AL0788,FLORENCE,09,11,12,1988,33,94.5,15,1010,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,-366,.
AL0888,GILBERT,09,08,18,1988,12,54,25,1008,NA,NA,1004,180,0,0,0,0,0,0,0,0,0,0,0,0,*,696,.
AL0888,GILBERT,09,09,00,1988,12.7,55.6,25,1007,NA,NA,1008,135,0,0,0,0,0,0,0,0,0,0,0,0,*,624,.
AL0888,GILBERT,09,09,06,1988,13.3,57.1,30,1006,NA,NA,1008,270,0,0,0,0,0,0,0,0,0,0,0,0,*,507,.
AL0888,GILBERT,09,09,12,1988,14,58.6,30,1005,NA,NA,1008,90,0,0,0,0,0,0,0,0,0,0,0,0,*,441,.
AL0888,GILBERT,09,09,18,1988,14.5,60.1,35,1004,NA,NA,1008,200,NA,NA,NA,NA,0,0,0,0,0,0,0,0,*,423,.
AL0888,GILBERT,09,10,00,1988,14.8,61.5,40,1002,NA,NA,1008,295,NA,NA,NA,NA,0,0,0,0,0,0,0,0,*,448,.
AL0888,GILBERT,09,10,06,1988,15,62.8,45,998,NA,NA,1008,330,50,50,50,50,0,0,0,0,0,0,0,0,*,469,.
AL0888,GILBERT,09,10,12,1988,15.3,64.1,50,995,NA,NA,1008,180,150,100,75,75,100,75,35,35,0,0,0,0,*,356,.
AL0888,GILBERT,09,10,18,1988,15.7,65.4,55,992,47,NA,1008,240,150,150,75,75,100,100,25,35,0,0,0,0,*,261,.
AL0888,GILBERT,09,11,00,1988,15.9,66.8,65,989,43,NA,1008,270,200,200,100,100,100,100,35,35,25,25,0,25,*,222,.
AL0888,GILBERT,09,11,06,1988,16.2,68,80,982,40,30,1008,250,200,200,100,125,150,150,75,100,125,125,25,75,*,217,.
AL0888,GILBERT,09,11,12,1988,16.1,69.5,95,975,37,NA,1008,260,200,200,100,125,150,150,75,100,125,125,25,75,*,238,.
AL0888,GILBERT,09,11,18,1988,16.2,70.7,100,970,34,40,1008,345,200,200,100,125,150,150,75,100,125,125,25,75,*,172,.
AL0888,GILBERT,09,12,00,1988,16.8,72,105,964,31,40,1008,290,200,100,100,250,150,75,75,150,75,25,25,75,*,109,.
AL0888,GILBERT,09,12,06,1988,17.3,73.7,110,962,28,35,1008,275,200,200,200,250,150,75,75,150,75,25,25,75,*,79,.
AL0888,GILBERT,09,12,12,1988,17.6,75.3,110,960,26,30,1012,555,250,150,150,250,150,75,75,150,75,25,25,75,*,98,.
AL0888,GILBERT,09,12,18,1988,17.9,76.9,110,960,23,NA,1008,375,250,150,150,250,150,75,75,150,75,25,25,75,*,0,.
AL0888,GILBERT,09,13,00,1988,18.2,78.5,110,960,22,12,1008,460,250,100,75,250,150,75,50,150,25,25,25,25,*,21,.
AL0888,GILBERT,09,13,06,1988,18.5,79.7,115,952,19,15,1008,300,250,200,200,250,150,100,100,150,50,50,50,75,*,151,.
AL0888,GILBERT,09,13,12,1988,18.8,81.1,125,934,17,13,1008,330,250,200,200,250,150,100,100,150,50,50,50,75,*,302,.
AL0888,GILBERT,09,13,18,1988,19.4,82.5,140,905,16,9,1008,390,250,200,200,250,150,100,100,150,75,50,50,75,*,309,.
AL0888,GILBERT,09,14,00,1988,19.7,83.8,160,888,NA,8,1008,510,250,150,150,250,150,100,100,150,75,50,50,75,*,237,.
AL0888,GILBERT,09,14,06,1988,19.9,85.3,155,889,NA,8,1008,460,250,150,150,250,150,100,100,150,100,50,50,100,*,200,.
AL0888,GILBERT,09,14,12,1988,20.4,86.5,145,892,NA,8,1008,360,250,200,150,250,150,100,100,150,100,50,50,100,*,67,.
AL0888,GILBERT,09,14,18,1988,20.9,87.8,130,925,72,NA,1008,425,250,150,200,250,150,100,100,150,100,50,50,100,*,-75,.
AL0888,GILBERT,09,15,00,1988,21.3,89.5,100,944,56,12,1008,520,250,150,100,250,125,75,75,150,75,25,25,100,*,10,.
AL0888,GILBERT,09,15,06,1988,21.6,90.7,90,949,45,12,1008,480,250,150,100,250,125,75,75,150,75,25,25,100,*,78,.
AL0888,GILBERT,09,15,12,1988,21.9,91.7,85,950,42,NA,1008,395,250,200,200,250,150,100,100,150,125,75,75,125,*,176,.
AL0888,GILBERT,09,15,18,1988,22.1,92.8,90,950,35,NA,1004,320,250,200,250,250,200,150,150,200,125,100,100,125,*,286,.
AL0888,GILBERT,09,16,00,1988,22.5,93.8,100,949,32,NA,1000,200,250,200,250,250,200,150,150,200,125,100,100,125,*,364,.
AL0888,GILBERT,09,16,06,1988,22.9,94.8,110,946,29,12,1008,410,250,200,250,250,200,150,150,200,125,100,100,125,*,286,.
AL0888,GILBERT,09,16,12,1988,23.7,95.9,115,948,27,19,1008,365,250,200,200,250,200,150,150,200,125,100,100,125,*,194,.
AL0888,GILBERT,09,16,18,1988,23.9,97,115,950,25,NA,1008,400,250,200,200,250,200,150,100,100,150,150,50,50,*,82,.
AL0888,GILBERT,09,17,00,1988,24.4,98.2,80,964,NA,20,1008,395,250,200,200,250,150,125,75,75,100,100,25,25,*,-40,.
AL0888,GILBERT,09,17,06,1988,24.8,99.3,50,988,NA,NA,1008,290,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,*,-158,.
AL0888,GILBERT,09,17,12,1988,25,100.5,35,996,NA,NA,1008,365,NA,NA,NA,NA,0,0,0,0,0,0,0,0,*,-281,.
AL0888,GILBERT,09,17,18,1988,25.4,101.9,30,1000,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,-428,.
AL0888,GILBERT,09,18,00,1988,26,103.2,30,1002,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,-445,.
AL0888,GILBERT,09,18,06,1988,27.6,103.7,30,1004,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,-524,.
AL0888,GILBERT,09,18,12,1988,29.3,102.6,25,1003,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,-547,.
AL0888,GILBERT,09,18,18,1988,31.5,101.3,25,1003,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,-572,.
AL0888,GILBERT,09,19,00,1988,33.2,99.7,25,1002,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,-612,.
AL0888,GILBERT,09,19,06,1988,35.8,97.7,25,1001,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,-749,.
AL0888,GILBERT,09,19,12,1988,37.7,93.2,25,999,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,-860,.
AL0888,GILBERT,09,19,18,1988,40.2,89.9,25,998,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,E,-1070,.
AL0888,GILBERT,09,20,00,1988,43.4,86.5,25,995,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,E,-1055,.
AL0988,HELENE,09,19,18,1988,13.4,31.6,30,1009,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,*,1528,.
AL0988,HELENE,09,20,00,1988,13.3,32.7,30,1008,NA,NA,1012,370,0,0,0,0,0,0,0,0,0,0,0,0,*,1647,.
